"id","date","user","pc","filename","activity","to_removable_media","from_removable_media","content"
"{S0W7-V9FJ36XS-0083OBBA}","01/03/2010 14:53:21","NMR3225","PC-3194","R:\18BM6c2\YIAWNI7P.zip","File Copy","False","True","50-4B-03-04-14 The immediacy of the approach suited his desire to convey the primitive side of man's nature. In this, he is relying on visual clues derived from his inner life, rather than anything that could be recognised from real events or settings. Between 1815 and 1816, Goya produced the Tauromachia, a series of 33 bullfighting scenes, during a break from The Disasters of War. The series follows a wider European tradition of war art and the examination of the effect of military conflict on civilian life-probably mostly known to Goya via prints. Art historians broadly agree that The Disasters of War is divided into three thematic groupings-war, famine, and political and cultural allegories."
"{U0N5-F9QQ75XP-0784LQSC}","01/03/2010 14:53:23","LCA1849","PC-3143","C:\LCA1849\6XANKZQL.pdf","File Open","False","False","25-50-44-46-2D The western side of the valley was hemmed in by a large hill called 'Aqanqal. Many of the Quraishi nobles, including Amr ibn Hisham, Walid ibn Utba, Shaiba, and Umayah ibn Khalaf, joined the Meccan army. It is one of the few battles specifically mentioned in the Quran. The next day Muhammad ordered a forced march to Badr and arrived before the Meccans. Multiple hadiths refer to this incident, which was apparently a major cause for outrage among the Quraish of Mecca."
"{N9P4-I2DB96NG-8072XMRS}","01/03/2010 14:53:36","NMR3225","PC-3194","R:\53mj1Y2\EUETI9CH.txt","File Delete","False","True","4C-42-33-4C In his 1982 monograph, ornithologist Richard Schodde proposed a southern origin for the common ancestor of the Superb and Splendid Fairywrens. Two or more broods may be laid in an extended breeding season. During the reproductive season, males of this and other fairywren species pluck yellow petals, which contrast with their plumage, and show them to female fairywrens. Their eyes open by day five or six and are fully feathered by day 10."
"{I5R1-O8WN86PB-1304TRJK}","01/03/2010 14:53:40","NMR3225","PC-3194","R:\26J7z15\L48KW8U6.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 The following season Dover won the championship of this division and gained promotion to Conference South. After finishing fourth and second in the subsequent two seasons, Dover won the title again in the 1992-93 season and this time were admitted to the Conference. The stadium's modern capacity is 6,500, with 1,000 seats and 4,900 spectators under cover. The team started strongly in the Premier Division, finishing in sixth place at the first attempt, and then winning the championship in the 1989-90 season. The club's best performance in the FA Cup was an appearance in the third round proper in the 2010-11 season, while the best performance registered in the FA Trophy, the national competition for higher-level non-league clubs, was a run to the semi-finals in the 1997-98 season."
"{T7N1-J0BV99LD-3885TVSV}","01/03/2010 14:53:43","NMR3225","PC-3194","R:\26J7z15\L48KW8U6.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 The following season Dover won the championship of this division and gained promotion to Conference South. After finishing fourth and second in the subsequent two seasons, Dover won the title again in the 1992-93 season and this time were admitted to the Conference. The stadium's modern capacity is 6,500, with 1,000 seats and 4,900 spectators under cover. The team started strongly in the Premier Division, finishing in sixth place at the first attempt, and then winning the championship in the 1989-90 season. The club's best performance in the FA Cup was an appearance in the third round proper in the 2010-11 season, while the best performance registered in the FA Trophy, the national competition for higher-level non-league clubs, was a run to the semi-finals in the 1997-98 season."
"{N0M2-P5IQ45YL-1254WBRW}","01/03/2010 14:53:46","NMR3225","PC-3194","R:\26J7z15\EJMRBJ5T.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 The club's record signing is Dave Leworthy, who joined the club from Farnborough Town in 1993 for ?50,000, which at the time was the highest transfer fee ever paid between non-league clubs. Dover finished the season in 19th place, before being switched to the Isthmian League Premier Division in the summer of 2004 following a re-organisation of the English football league system."
"{O7J2-P9AW99NH-6677SQCX}","01/03/2010 14:54:02","CBG0252","PC-5355","R:\839OELBM.txt","File Delete","False","True","4A-31-50-53 Probable xenocrysts of quartz have been identified at the volcano. The solidifying lava would occasionally collapse portions of the volcano to create pyroclastic flows. This improvement is continuous and will support the understanding to monitor volcanoes in the Mount Cayley field for future volcanism. The rocks that make up Mount Cayley were said to have been burnt black by the Thunderbird's lightning."
"{U9K0-X4EG54NO-1391OKGV}","01/03/2010 14:54:06","LCA1849","PC-3143","R:\53k2Ch4\ESLRQ0ER.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 The lack of fluent language added to his feeling like an outsider. The family soon moved to Hoffman's country property in Szigetbecse. These included a self-portrait for a competition in the magazine Borsszem Janko."
"{M9C3-B7IN61FA-7024LOPZ}","01/03/2010 14:54:06","NMR3225","PC-3194","R:\26J7z15\EJMRBJ5T.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 The club's record signing is Dave Leworthy, who joined the club from Farnborough Town in 1993 for ?50,000, which at the time was the highest transfer fee ever paid between non-league clubs. Dover finished the season in 19th place, before being switched to the Isthmian League Premier Division in the summer of 2004 following a re-organisation of the English football league system."
"{S0M7-E1XO16IQ-2379RICZ}","01/03/2010 14:54:22","CBG0252","PC-5355","R:\CBG0252\64G1KP1Y.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 The orthoclase crystals are interpreted to represent rock fragments that became enveloped during hardening of the dacitic lavas. The tsunami created by the earthquake ultimately devastated a winter village at Pachena Bay, killing all the people that lived there. As a result, volcano monitoring is less important than dealing with other natural processes, including tsunamis, earthquakes and landslides."
"{C5T3-Z3GN90JT-1612GRQH}","01/03/2010 14:54:34","NMR3225","PC-3194","C:\38tr8p2\8DL10PB3.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 As well as the land, Nuffield gave ?900,000 to build the college and to provide it with an endowment fund. The college presents a symmetrical front to New Road and the castle mound, with four small gables between a larger gable at either end. In the hall, there were to be aisles on the north and south sides of the main body of the hall, as in a basilica, with the arches and columns of the aisles designed in a Greek Doric style."
"{K4K2-L0DM35BC-7832CVYS}","01/03/2010 14:54:34","NMR3225","PC-3194","R:\NMR3225\Z17S23RR.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 The series is usually considered in three groups which broadly mirror the order of their creation. However, Goya had an instinctive dislike of authority, and witnessed first-hand the subjugation of his countrymen by French troops. Give me a crayon and I will 'paint' your portrait."" Goya had earlier made a black wash drawing study of the statue during a visit to Rome. In plate 77, a pope walking a tightrope was ""prudently reduced"" to a cardinal or bishop in the print published in 1863."
"{S1Z3-S8PR07OP-8346ECOE}","01/03/2010 14:54:38","NMR3225","PC-3194","R:\NMR3225\Z17S23RR.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 It is known that he used a sketchbook when visiting battle sites; at his studio, he set to work on copper plate once he had absorbed and assimilated meaning from his sketches. Several of Goya's friends, including the poets Juan Melendez Valdes and Leandro Fernandez de Moratin, were overt afrancesados: the supporters (or collaborators, in the view of many) of Joseph Bonaparte."
"{W4U7-F3OO63TX-2687TUIZ}","01/03/2010 14:54:41","NMR3225","PC-3194","R:\26J7z15\EJMRBJ5T.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 The club's record signing is Dave Leworthy, who joined the club from Farnborough Town in 1993 for ?50,000, which at the time was the highest transfer fee ever paid between non-league clubs. Dover finished the season in 19th place, before being switched to the Isthmian League Premier Division in the summer of 2004 following a re-organisation of the English football league system."
"{W0B2-D5AR87OD-0175DNPN}","01/03/2010 14:54:42","NMR3225","PC-3194","R:\18BM6c2\YIAWNI7P.zip","File Delete","False","True","50-4B-03-04-14 The immediacy of the approach suited his desire to convey the primitive side of man's nature. In this, he is relying on visual clues derived from his inner life, rather than anything that could be recognised from real events or settings. Between 1815 and 1816, Goya produced the Tauromachia, a series of 33 bullfighting scenes, during a break from The Disasters of War. The series follows a wider European tradition of war art and the examination of the effect of military conflict on civilian life-probably mostly known to Goya via prints. Art historians broadly agree that The Disasters of War is divided into three thematic groupings-war, famine, and political and cultural allegories."
"{N6W2-Z0WD58QZ-5027ZFOR}","01/03/2010 14:55:02","NMR3225","PC-3194","R:\NMR3225\Z17S23RR.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 It is known that he used a sketchbook when visiting battle sites; at his studio, he set to work on copper plate once he had absorbed and assimilated meaning from his sketches. Several of Goya's friends, including the poets Juan Melendez Valdes and Leandro Fernandez de Moratin, were overt afrancesados: the supporters (or collaborators, in the view of many) of Joseph Bonaparte."
"{N0L7-S8QS64MV-9963ZVPV}","01/03/2010 14:55:07","NMR3225","PC-3194","R:\NMR3225\Z17S23RR.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 (Unhappy mother!), to be the most powerful and poignant of the group. It is based in part on the Hellenistic fragment of a male nude, the Belvedere Torso by the Athenian ""Apollonios son of Nestor""."
"{N5W0-V6HI72CA-4948OSXJ}","01/03/2010 14:55:14","NMR3225","PC-3194","R:\NMR3225\Z17S23RR.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 The dead man in plate 37, Esto es peor (This is worse), forms a mutilated body of a Spanish fighter spiked on a tree, surrounded by the corpses of French soldiers. Seduced by the French offer, Godoy accepted, failing to detect the true motivations of either Napoleon or Ferdinand, who both intended to use the invasion as a ploy, to seize power in Spain."
"{K3T2-P4RM08GG-2573GQFT}","01/03/2010 14:55:29","NMR3225","PC-3194","R:\NMR3225\Z17S23RR.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 The dead man in plate 37, Esto es peor (This is worse), forms a mutilated body of a Spanish fighter spiked on a tree, surrounded by the corpses of French soldiers. Seduced by the French offer, Godoy accepted, failing to detect the true motivations of either Napoleon or Ferdinand, who both intended to use the invasion as a ploy, to seize power in Spain."
"{V4Q2-B7AU84IC-1012TOAV}","01/03/2010 14:55:48","NMR3225","PC-3194","R:\53mj1Y2\QKPJLA7Z.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 In Dover's first season back in the Southern League Premier Division the Whites finished in third place, albeit 17 points adrift of Tamworth, who claimed the one promotion place available that season. Parmenter quickly sacked manager Steve Browne and convinced Clive Walker to return to the club to replace him, and also arranged for the club's outstanding CVA debts to be cleared, putting the club on a firm financial footing for the first time in many years. The new season started with six successive defeats, which saw Langley sacked, and the financial problems continued, with the club coming within two months of being closed down."
"{P7V7-F8HS93NU-3585OMME}","01/03/2010 14:55:57","NMR3225","PC-3194","R:\NMR3225\YIAWNI7P.zip","File Copy","True","False","50-4B-03-04-14 His final series, known as Los Disparates (The Follies), Proverbios (Proverbs), or Suenos (Dreams), contains 22 large plates and at least five drawings that are seemingly part of the series but which were never etched. Examples include plates 2 and 3 (With or without reason and The same), 4 and 5 (The woman are courageous and And they are fierce), and 9, 10 and 11 (They do not want to, Nor these and Or these). The series follows a wider European tradition of war art and the examination of the effect of military conflict on civilian life-probably mostly known to Goya via prints."
