id,date,user,pc,file_tree,activity
{J7Y4-A2HO18XZ-5602XAVS},01-03-2010 09:53,YRS2977,PC-4256,,Disconnect
{M4S2-Y3JP72AR-2176DIKB},01-03-2010 09:54,CWG3213,PC-3912,,Disconnect
{M1Q0-B8UC85YW-8858KTYS},01-03-2010 09:55,SIH1756,PC-0888,R:\;R:\18t44Q6;R:\71f8P25;R:\SIH1756,Connect
{D5R2-D6CS49XO-0161RAUJ},01-03-2010 09:56,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{C7Z0-S6EH34ZW-0363RHKD},01-03-2010 09:57,SIH1756,PC-0888,,Disconnect
{D0O2-L0VV56OT-5166FYLC},01-03-2010 09:58,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{L7O3-J1EO35ZG-8800FXDU},01-03-2010 09:58,ASF1622,PC-6097,R:\;R:\33ksT61;R:\86H84t6;R:\91QG2n2;R:\95Fc8F2;R:\ASF1622,Connect
{C1S0-W2FN64KP-0958MQBT},01-03-2010 09:59,DTR1323,PC-4277,,Disconnect
{G7Q4-V3WM04ZQ-5997YNDE},01-03-2010 10:01,GDF3543,PC-8477,R:\;R:\62Q1wb4;R:\67dD563;R:\99l9l75;R:\GDF3543,Connect
{R2O5-I1VH53IV-4116AMPN},01-03-2010 10:02,KKF0303,PC-3082,,Disconnect
{F4U3-W7NC05MB-1227OXPG},01-03-2010 10:02,RJS0853,PC-9388,,Disconnect
{A6S7-I3KX98HL-0415ICAI},01-03-2010 10:02,SCF2666,PC-3577,,Disconnect
{L5P6-Q4DV94IE-5670ZCGF},01-03-2010 10:02,KKF0303,PC-3082,R:\;R:\61LK793;R:\KKF0303,Connect
{O7N4-L9JW64YP-9214CMVQ},01-03-2010 10:02,DTR1323,PC-4277,R:\;R:\57Kq893;R:\95Lf5X2;R:\DTR1323,Connect
{K8B5-N7CE98WM-4854FPBO},01-03-2010 10:02,GHH2754,PC-9869,R:\;R:\38X1517;R:\46N5Yb4;R:\54gH4b2;R:\67R2y35;R:\GHH2754,Connect
{Z6A3-W6NO55CA-4342TXCN},01-03-2010 10:02,CHS2823,PC-2766,,Disconnect
{C5G9-U0TF48NZ-5961OIQO},01-03-2010 10:03,CKG0305,PC-4087,,Disconnect
{A5W0-M9SJ49MX-8998OCNI},01-03-2010 10:03,AYA0285,PC-5225,,Disconnect
{I6A8-C3NW45XU-3064MXDF},01-03-2010 10:04,KAS3814,PC-0717,R:\;R:\KAS3814,Connect
{Q4T0-N9OD24RJ-7104SCLQ},01-03-2010 10:04,VXR0344,PC-4646,,Disconnect
{J7P0-F7YO16CM-2810YULS},01-03-2010 10:04,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{R5X4-D9QF48PZ-1604NVDJ},01-03-2010 10:05,DTR1323,PC-4277,,Disconnect
{K2V9-S5GR40RB-3981JTPB},01-03-2010 10:06,GHH2754,PC-9869,,Disconnect
{K5E9-P0HN93OV-2217UOJL},01-03-2010 10:07,AKW1191,PC-5242,,Disconnect
{P2G7-J8EU02LF-6254ZHAW},01-03-2010 10:08,CWG3213,PC-3912,R:\;R:\22JX233;R:\23Nj8Z2;R:\56fL133;R:\88rpk51;R:\CWG3213,Connect
{F4N5-H9OQ44WV-2583HURA},01-03-2010 10:09,JCL2626,PC-9929,,Disconnect
{J4O7-Y5KA33NM-8879MGSC},01-03-2010 10:10,CHS2823,PC-2766,R:\;R:\28PL423;R:\CHS2823,Connect
{H1Q3-P9YG92KW-7118CHJQ},01-03-2010 10:10,MOD0948,PC-3164,,Disconnect
{T0O8-Q3US80HW-4128RTUF},01-03-2010 10:10,ASF1622,PC-6097,,Disconnect
{T0V8-Z1UF83KM-2040PECJ},01-03-2010 10:12,RJL0609,PC-5036,,Disconnect
{Z9J6-D6AP01EM-0065FXTA},01-03-2010 10:13,KAS3814,PC-0717,,Disconnect
{Q4K8-W7DV68MI-3015OBUX},01-03-2010 10:13,MKW2105,PC-8771,R:\;R:\MKW2105,Connect
{K5U9-V2LZ77MH-1407LNXZ},01-03-2010 10:13,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{N3A4-S8RY46AT-6618UAAU},01-03-2010 10:13,RGB1235,PC-0496,,Disconnect
{A3E4-H3GS70ON-3111SBPH},01-03-2010 10:14,RJL0609,PC-5036,R:\;R:\688qC99;R:\72YMKt0;R:\RJL0609,Connect
{L1B5-U1KQ20RS-3261CYRT},01-03-2010 10:15,GHH2754,PC-9869,R:\;R:\38X1517;R:\46N5Yb4;R:\54gH4b2;R:\67R2y35;R:\GHH2754,Connect
{T7Q9-U8YI99BD-1460DOBN},01-03-2010 10:16,BLF0313,PC-7752,,Disconnect
{C2G0-Y7QB43QI-0402DLSY},01-03-2010 10:17,ASP1409,PC-6934,R:\;R:\ASP1409,Connect
{U1I2-U7SA45YH-4982GRYG},01-03-2010 10:17,DIE1614,PC-1213,R:\;R:\29X36B6;R:\32p1fP4;R:\34czZ41;R:\DIE1614,Connect
{X0Q6-C0NW63CY-0369YFKD},01-03-2010 10:18,KKF0303,PC-3082,,Disconnect
{E8E9-Y1IZ51CS-5796CHBH},01-03-2010 10:20,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{Y8L2-H2SB46DN-0753QDMG},01-03-2010 10:20,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{Q8I3-Y5AD00ZN-4821KMIL},01-03-2010 10:20,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{I6M8-I7UK11HN-6785UDHI},01-03-2010 10:21,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{W9L5-N4RQ42GN-8637OAFN},01-03-2010 10:21,ASP1409,PC-6934,,Disconnect
{K2L5-G6CL85SL-3315PJJB},01-03-2010 10:21,VXR0344,PC-4646,,Disconnect
{F0F7-H8JO32YX-1116LRYD},01-03-2010 10:22,GHH2754,PC-9869,,Disconnect
{C3B6-V0IO30CA-9983HTAO},01-03-2010 10:23,CHS2823,PC-2766,,Disconnect
{O0I0-A7OR33TC-1181DAOL},01-03-2010 10:23,CWG3213,PC-3912,,Disconnect
{N8K8-Z7YD58OF-3399JYLR},01-03-2010 10:24,MKW2105,PC-8771,,Disconnect
{Q2E0-J6CI87DQ-1510YRNH},01-03-2010 10:27,RJL0609,PC-5036,,Disconnect
{P9S5-N2TQ10AG-9269HPWU},01-03-2010 10:32,CBO2061,PC-8819,,Disconnect
{I3T1-S6RS96XU-0243PPNP},01-03-2010 10:32,BLF0313,PC-7752,,Disconnect
{A1W5-A4LM32WM-9057XFMV},01-03-2010 10:35,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{W9X9-H6MB44LW-2819HRTE},01-03-2010 10:37,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{G9P7-V0OV91EN-9393MLBY},01-03-2010 10:38,ESN1173,PC-1645,R:\;R:\ESN1173,Connect
{Z4X9-I7OS14DZ-8600XLEX},01-03-2010 10:39,SCF2666,PC-3577,,Disconnect
{Z0J4-S1JQ60JD-1931LBSD},01-03-2010 10:40,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
{O2S6-B5GG98WP-5913SXQO},01-03-2010 10:47,MNW3512,PC-7105,R:\;R:\46tk7t2;R:\79RQl11;R:\MNW3512,Connect
{C5B1-X8IA03SD-5696IAMC},01-03-2010 10:47,ESN1173,PC-1645,,Disconnect
{O6O2-D4FP45FX-4976MFAT},01-03-2010 10:50,GDF3543,PC-8477,,Disconnect
{W0W3-U5IS66UT-7388CFVY},01-03-2010 10:50,OJF1762,PC-6977,R:\;R:\21P3367;R:\35f18S6;R:\69dg9C2;R:\OJF1762,Connect
{Z8N6-A3PA45PN-5469SLFR},01-03-2010 10:50,DIE1614,PC-1213,,Disconnect
{I7N3-G4SL47CV-3945ILPZ},01-03-2010 10:50,CAM3092,PC-6503,,Disconnect
{M0H5-Z9AS52UR-2918WDVM},01-03-2010 10:54,OJF1762,PC-6977,,Disconnect
{Y0H1-Q0JA06XP-6094HKCY},01-03-2010 10:55,VXR0344,PC-4646,,Disconnect
{O9K3-N4HE85GO-8918VMLM},01-03-2010 10:55,STH2849,PC-2145,,Disconnect
{Y2P6-Z4CR28AX-6245XIDX},01-03-2010 10:57,WMM1386,PC-1405,,Disconnect
{H7O7-J0ML37KF-5401BBUC},01-03-2010 10:57,ASP1409,PC-6934,R:\;R:\ASP1409,Connect
{F7H4-R9VY50BY-2819ZHWE},01-03-2010 10:58,SCS0119,PC-2706,R:\;R:\36mSd71;R:\529Wn99;R:\57bHg71;R:\81TpPN0;R:\SCS0119,Connect
{W4U7-U9RS98HU-5013NOVU},01-03-2010 11:01,ESN1173,PC-1645,R:\;R:\ESN1173,Connect
{P9D5-T2WD33FK-0858KLTJ},01-03-2010 11:03,KAS3814,PC-0717,R:\;R:\KAS3814,Connect
{M2D8-E7ZN59PO-1695NFCO},01-03-2010 11:03,AKW1191,PC-5242,R:\;R:\27HvN71;R:\899YC59;R:\AKW1191,Connect
{A6R4-J4RZ48ML-0232MRFU},01-03-2010 11:04,MNW3512,PC-7105,,Disconnect
{V8I0-W2GB91LL-3204DXNY},01-03-2010 11:04,AYA0285,PC-5225,,Disconnect
{T3Z4-L0TR39MI-6617PWEQ},01-03-2010 11:05,KAS3814,PC-0717,,Disconnect
{G8L3-W6DC14LP-3150LGMK},01-03-2010 11:06,KKP1329,PC-5132,R:\;R:\KKP1329,Connect
{T0R3-O1SY22BX-9405NIYA},01-03-2010 11:07,BZD3640,PC-3239,R:\;R:\62Jjtk0;R:\BZD3640,Connect
{I1V4-B3ZF62IE-3448ONXY},01-03-2010 11:07,AKW1191,PC-5242,,Disconnect
{P2B8-Z2KZ48CL-0456JNSB},01-03-2010 11:10,BZD3640,PC-3239,,Disconnect
{Q5O8-E0WA09ST-9997ZJBO},01-03-2010 11:10,ESN1173,PC-1645,,Disconnect
{T7W6-L6RZ79VI-4067EVUH},01-03-2010 11:11,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{B6E1-E4NL99XX-6054YNAL},01-03-2010 11:12,YRS2977,PC-4256,R:\;R:\YRS2977,Connect
{T0A1-T4UK74IB-9387UZNG},01-03-2010 11:12,NAK1843,PC-4613,R:\;R:\64jJ853;R:\NAK1843,Connect
{N0U7-Q7VU13GF-9901GMHA},01-03-2010 11:15,ASP1409,PC-6934,,Disconnect
{E1N8-K9MG37BN-6426ORDE},01-03-2010 11:16,HBN0384,PC-9145,,Disconnect
{V3U4-P7QQ74KW-4953ETBG},01-03-2010 11:17,YRS2977,PC-4256,,Disconnect
{T7U7-N4TW55EO-7526KAAM},01-03-2010 11:18,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{C5Q7-R1VU48FF-1939QEHL},01-03-2010 11:18,YRS2977,PC-4256,R:\;R:\YRS2977,Connect
{G2Q8-D0TD48DZ-8505VSMB},01-03-2010 11:18,JCL2626,PC-9929,,Disconnect
{R4B1-R1EU49NR-3609RVSZ},01-03-2010 11:20,PLS2928,PC-7994,R:\;R:\151qkX8;R:\PLS2928,Connect
{O8M1-D9UT25RV-2321POJO},01-03-2010 11:21,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{P4I6-J5RI49YJ-4625TFGV},01-03-2010 11:24,AKW1191,PC-5242,R:\;R:\27HvN71;R:\899YC59;R:\AKW1191,Connect
{R7X7-Y5ID67YH-5615NEYO},01-03-2010 11:24,YRS2977,PC-4256,,Disconnect
{F6O7-B7GI31EI-7467YPDC},01-03-2010 11:27,SCS0119,PC-2706,,Disconnect
{P0W4-U0CZ81BG-3159ZDSJ},01-03-2010 11:33,WMM1386,PC-1405,,Disconnect
{Z8Y8-V3AE29NG-5297EIHF},01-03-2010 11:34,IJO2659,PC-9331,R:\;R:\821Jb39;R:\86R6p95;R:\IJO2659,Connect
{Y2C8-L3RQ44UL-2240SFFA},01-03-2010 11:36,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{U9J1-Q0DV44PK-9806GXCX},01-03-2010 11:36,CAM3092,PC-6503,,Disconnect
{G0B7-V5QF25OC-1127RPRP},01-03-2010 11:37,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{B4Q1-A8NA85OI-5395CQBR},01-03-2010 11:38,ASF1622,PC-6097,R:\;R:\33ksT61;R:\86H84t6;R:\91QG2n2;R:\95Fc8F2;R:\ASF1622,Connect
{Q7X3-I9VO74SD-6279WYVS},01-03-2010 11:38,IJO2659,PC-9331,,Disconnect
{I0Q3-N2LE55PE-2117ORIL},01-03-2010 11:40,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{M3W2-X5YV89EH-7545VAGL},01-03-2010 11:43,STH2849,PC-2145,,Disconnect
{R2B0-X7HH35JZ-0120OPCU},01-03-2010 11:45,RJS0853,PC-9388,R:\;R:\133SJD8;R:\82Q3L75;R:\87Xy623;R:\RJS0853,Connect
{M8T1-X5SQ16QX-8273WJVF},01-03-2010 11:46,RGB1235,PC-0496,,Disconnect
{N5W8-Z4GY89BM-6505FQUK},01-03-2010 11:48,ASF1622,PC-6097,,Disconnect
{J1I8-O5VE97LQ-0973KPTS},01-03-2010 11:52,RJS0853,PC-9388,,Disconnect
{Q7H7-G9IN75GR-2687PQHZ},01-03-2010 11:52,QNB3034,PC-1090,R:\;R:\QNB3034,Connect
{G5W3-K2TD26NH-3409GUHW},01-03-2010 11:53,ZJK3088,PC-6780,R:\;R:\223LPn8;R:\663WtH8;R:\ZJK3088,Connect
{F6J2-X1DM88HE-9612EILM},01-03-2010 11:53,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{P1A1-V0LO47KA-8959BPUL},01-03-2010 11:54,KKP1329,PC-5132,,Disconnect
{K7Z3-T9SU04SZ-4418QGKU},01-03-2010 11:54,AKW1191,PC-5242,,Disconnect
{K8J4-I1MN34QC-3211BRUR},01-03-2010 11:54,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{P2O7-N5ER70VI-2915HALA},01-03-2010 11:58,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{V4Q6-U3PK66IA-9656MVTQ},01-03-2010 11:58,GHH2754,PC-9869,R:\;R:\38X1517;R:\46N5Yb4;R:\54gH4b2;R:\67R2y35;R:\GHH2754,Connect
{L8K6-A3HW09ZG-4803NDVI},01-03-2010 11:59,ZJK3088,PC-6780,,Disconnect
{N0P1-E6SE96HE-3005IDEU},01-03-2010 11:59,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
{F2Z0-N8HA04UG-6105SZMG},01-03-2010 12:00,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{M2F3-L5PM03PE-0350XRKT},01-03-2010 12:01,ASP1409,PC-6934,R:\;R:\ASP1409,Connect
{G5G7-K4EK56MT-6517SWBB},01-03-2010 12:02,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{T4N8-C8HC01TR-3960MRDK},01-03-2010 12:03,AYA0285,PC-5225,,Disconnect
{H9A8-Z4DU11BL-3476TDEU},01-03-2010 12:04,PLS2928,PC-7994,,Disconnect
{Q9A3-K1BF76RJ-4223ZENA},01-03-2010 12:05,ASF1622,PC-6097,R:\;R:\33ksT61;R:\86H84t6;R:\91QG2n2;R:\95Fc8F2;R:\ASF1622,Connect
{B9S4-T6DX31YU-6735BFKF},01-03-2010 12:05,KAS3814,PC-0717,R:\;R:\KAS3814,Connect
{P7T7-L5KH29KY-9495FPIP},01-03-2010 12:05,ASF1622,PC-6097,,Disconnect
{E6F1-C7EZ63YQ-9187OZUA},01-03-2010 12:06,STH2849,PC-2145,,Disconnect
{J0P0-Y5WK70AU-0799TRAK},01-03-2010 12:08,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{U9T2-G5RQ61RL-3432UYCN},01-03-2010 12:08,KKF0303,PC-3082,R:\;R:\61LK793;R:\KKF0303,Connect
{H8D0-G1LG77VV-0956JFAI},01-03-2010 12:08,NAK1843,PC-4613,,Disconnect
{W5Q1-D0ZH16SG-5503LPYO},01-03-2010 12:09,IAH0551,PC-6967,R:\;R:\94YRb71;R:\IAH0551,Connect
{I3O2-H9IS19XU-7728UTWJ},01-03-2010 12:09,GHH2754,PC-9869,,Disconnect
{S6R1-B7SN15PL-2272OOSE},01-03-2010 12:10,SCF2666,PC-3577,,Disconnect
{Z0I9-L9FD11JP-0463OYOX},01-03-2010 12:11,MOD0948,PC-3164,,Disconnect
{S8U1-T2PJ91JB-2754FKIA},01-03-2010 12:11,RGB1235,PC-0496,,Disconnect
{B6D7-M7BZ89NB-5400WROE},01-03-2010 12:11,BZD3640,PC-3239,R:\;R:\62Jjtk0;R:\BZD3640,Connect
{V8T6-Y0NI79PV-6014WCFN},01-03-2010 12:14,BLF0313,PC-7752,,Disconnect
{S5P3-C9BC97FL-7566UDOA},01-03-2010 12:15,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{O7W9-T8OQ82YG-7170VLUQ},01-03-2010 12:15,QNB3034,PC-1090,,Disconnect
{Y6R5-B2AM03YG-7332SNRB},01-03-2010 12:16,MOD0948,PC-3164,,Disconnect
{H6O5-E4DO71LE-0971FFPE},01-03-2010 12:17,ASP1409,PC-6934,,Disconnect
{D0C4-D4DC51ZM-8211GWZV},01-03-2010 12:19,CAM3092,PC-6503,,Disconnect
{U1P1-M7QY33FU-2005MRIH},01-03-2010 12:19,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{U5T8-G3CX67ND-7503KXEH},01-03-2010 12:20,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{S3X4-Z4MR52HW-8807ABNF},01-03-2010 12:20,BZD3640,PC-3239,,Disconnect
{Y1B1-I9FY00QV-1542WRBQ},01-03-2010 12:21,IAH0551,PC-6967,,Disconnect
{Y2L0-Z5JQ48EX-2301YLSR},01-03-2010 12:23,ASP1409,PC-6934,R:\;R:\ASP1409,Connect
{B5F8-G2US54DO-5437TZPU},01-03-2010 12:23,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{O6F8-O6GJ07ZG-1314XGSG},01-03-2010 12:23,SCF2666,PC-3577,,Disconnect
{B3A5-C2AA35YF-8234QQKP},01-03-2010 12:24,KAS3814,PC-0717,,Disconnect
{S7M1-X7JD05IZ-2643CUZU},01-03-2010 12:24,ASP1409,PC-6934,,Disconnect
{V1K4-A2WQ75TF-3107KALA},01-03-2010 12:28,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{L1F3-A7OF08QI-2055FSEH},01-03-2010 12:31,BZD3640,PC-3239,R:\;R:\62Jjtk0;R:\BZD3640,Connect
{N4Q0-W7EV44KL-6216DHGH},01-03-2010 12:33,RGB1235,PC-0496,R:\;R:\RGB1235,Connect
{I1B5-V4YQ11UR-3302UBVE},01-03-2010 12:34,BLF0313,PC-7752,,Disconnect
{B0L8-W4ZW55LT-7063RZLD},01-03-2010 12:39,APM1561,PC-2650,,Disconnect
{R0Y5-A5IX44JB-9881OTBN},01-03-2010 12:40,WMM1386,PC-1405,,Disconnect
{K7P7-K6OK84PP-0972KIGX},01-03-2010 12:41,BZD3640,PC-3239,,Disconnect
{N3V6-T5XQ62OH-4462JYKY},01-03-2010 12:42,RJS0853,PC-9388,R:\;R:\133SJD8;R:\82Q3L75;R:\87Xy623;R:\RJS0853,Connect
{X3X6-X8OE55IL-0602SCBW},01-03-2010 12:42,KKF0303,PC-3082,,Disconnect
{S1O3-E6TC80ZS-8508NEIS},01-03-2010 12:44,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{I5D0-B3AF95XV-3951GFJS},01-03-2010 12:45,RGB1235,PC-0496,,Disconnect
{T5D1-Z2BM17LY-8053DMLJ},01-03-2010 12:45,ASF1622,PC-6097,R:\;R:\33ksT61;R:\86H84t6;R:\91QG2n2;R:\95Fc8F2;R:\ASF1622,Connect
{F9D0-G0NM99SS-5276BDXW},01-03-2010 12:48,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{H2U7-P1RA71XM-0803WSES},01-03-2010 12:48,DIE1614,PC-1213,R:\;R:\29X36B6;R:\32p1fP4;R:\34czZ41;R:\DIE1614,Connect
{Z1W4-K3SZ83QI-9823FPFJ},01-03-2010 12:49,BLF0313,PC-7752,,Disconnect
{H4Z6-G4ZH95KS-6267BINF},01-03-2010 12:50,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{B1D6-L9FG15DL-4021OQBP},01-03-2010 12:51,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{X0F9-E8ZU97UD-7713OUKB},01-03-2010 12:51,BLF0313,PC-7752,,Disconnect
{T7H9-M2GA90CP-0504PPXH},01-03-2010 12:52,VXR0344,PC-4646,R:\;R:\14l9ZR4;R:\37j9sb4;R:\49WD783;R:\VXR0344,Connect
{O2H3-Q4KU85YU-4602QVWE},01-03-2010 12:52,CAM3092,PC-6503,,Disconnect
{L0K1-E9BP06DM-6356OJCP},01-03-2010 12:53,VXR0344,PC-4646,,Disconnect
{Y4A0-J7PZ09KA-0921GFII},01-03-2010 12:54,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{X2G8-F0OL39LO-4628MNZB},01-03-2010 12:55,AKW1191,PC-5242,R:\;R:\27HvN71;R:\899YC59;R:\AKW1191,Connect
{W7R1-C1PN12TQ-9029XXGC},01-03-2010 12:56,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{Y6W9-K4UG32KC-1655QWFW},01-03-2010 13:01,BLF0313,PC-7752,,Disconnect
{Q2T2-M3ZF97OL-1046VBNF},01-03-2010 13:02,APM1561,PC-2650,,Disconnect
{D0D5-R0OA05HX-1114KBNR},01-03-2010 13:02,ASF1622,PC-6097,,Disconnect
{O8N9-S7DI89SU-0706UKGI},01-03-2010 13:03,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{H2F9-X2UF81SA-5492LZGD},01-03-2010 13:03,APM1561,PC-2650,,Disconnect
{P1S5-R6JR65SA-2652CUWG},01-03-2010 13:03,QNB3034,PC-1090,R:\;R:\QNB3034,Connect
{Q6J3-I3DU61WA-4435GTLE},01-03-2010 13:05,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{Y4S5-G4HR33HE-3716HUZW},01-03-2010 13:05,GJC1333,PC-1553,R:\;R:\35FB143;R:\GJC1333,Connect
{J5K0-A6HY91ZA-3027LYCQ},01-03-2010 13:05,SCF2666,PC-3577,R:\;R:\95v71K6;R:\SCF2666,Connect
{U8T1-Z0NH00WL-0983OATE},01-03-2010 13:07,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{G4Y0-K3NB42ZJ-6700VVPD},01-03-2010 13:07,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{S0S6-L3CV54ST-3199YQPQ},01-03-2010 13:07,RJS0853,PC-9388,,Disconnect
{N2G4-Z7SV32AE-8419ROQW},01-03-2010 13:08,MOD0948,PC-3164,,Disconnect
{X6H9-J5OT51WS-3592CCWQ},01-03-2010 13:08,RJS0853,PC-9388,R:\;R:\133SJD8;R:\82Q3L75;R:\87Xy623;R:\RJS0853,Connect
{L1T9-Q9FD87WX-5668PFZE},01-03-2010 13:08,KAS3814,PC-0717,R:\;R:\KAS3814,Connect
{C0F4-N7NG03LE-1920QDDQ},01-03-2010 13:09,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
{O7H2-G8LX00UV-5332SYAR},01-03-2010 13:11,SBB1748,PC-3684,R:\;R:\898RwH8;R:\SBB1748,Connect
{W6G1-B8KJ02PJ-1264BMRT},01-03-2010 13:11,STH2849,PC-2145,,Disconnect
{Z6G9-Q4EK50GZ-5293CUZX},01-03-2010 13:13,GJC1333,PC-1553,,Disconnect
{P1B4-E2BZ12PJ-2237OOFI},01-03-2010 13:13,JCL2626,PC-9929,,Disconnect
{C4L0-W6AG51GT-2235MZJD},01-03-2010 13:13,IJO2659,PC-9331,R:\;R:\821Jb39;R:\86R6p95;R:\IJO2659,Connect
{N2M6-M7CX53IH-6430THSD},01-03-2010 13:14,AKW1191,PC-5242,,Disconnect
{T6O4-N2FG30KS-8800HMPE},01-03-2010 13:14,WMM1386,PC-1405,,Disconnect
{F0L3-G2SO36MC-8514TCXV},01-03-2010 13:15,APM1561,PC-2650,,Disconnect
{B0E4-D0ND45QZ-4804EMRD},01-03-2010 13:15,ASP1409,PC-6934,R:\;R:\ASP1409,Connect
{P2T4-V7MO49AF-5902VUHX},01-03-2010 13:15,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{R0B8-V2GL00RW-8957MLSJ},01-03-2010 13:16,QNB3034,PC-1090,,Disconnect
{K1W6-L2MN44OP-8338DKUL},01-03-2010 13:16,RJS0853,PC-9388,,Disconnect
{J5D0-J2GH83EZ-8136AKOM},01-03-2010 13:16,AYA0285,PC-5225,,Disconnect
{B4G1-X2FR39RJ-9164RQRX},01-03-2010 13:17,STH2849,PC-2145,R:\;R:\62c4xX4;R:\747ZN79;R:\STH2849,Connect
{R3U1-P2KG69VI-2139YBIK},01-03-2010 13:19,BLF0313,PC-7752,,Disconnect
{H9S8-U4QW53GG-9709FRMX},01-03-2010 13:19,RPW0421,PC-2218,R:\;R:\RPW0421,Connect
{X2C0-P4TH21IP-8212ORAU},01-03-2010 13:22,KAS3814,PC-0717,,Disconnect
{A9J7-T5LL89SF-7417BZMO},01-03-2010 13:26,SBB1748,PC-3684,,Disconnect
{K7Z2-I6SD34HL-3370XQMF},01-03-2010 13:27,DIE1614,PC-1213,,Disconnect
{L2Q7-J4SD53OI-0164OCAB},01-03-2010 13:29,RPW0421,PC-2218,,Disconnect
{L1U9-P6CJ26XV-9894UIZB},01-03-2010 13:30,CWG3213,PC-3912,R:\;R:\22JX233;R:\23Nj8Z2;R:\56fL133;R:\88rpk51;R:\CWG3213,Connect
{K5S2-I0HZ32OF-6951RBLW},01-03-2010 13:30,STH2849,PC-2145,,Disconnect
{I5A0-S1QU84NY-7543EJAP},01-03-2010 13:31,ESN1173,PC-1645,R:\;R:\ESN1173,Connect
{H4W1-S8EP61AK-5590AKAD},01-03-2010 13:31,IJO2659,PC-9331,,Disconnect
{F1H4-N0KQ26VE-8508NMBB},01-03-2010 13:32,BLF0313,PC-7752,R:\;R:\97yt163;R:\BLF0313,Connect
{K0A1-Q9TY34LU-4021XAUA},01-03-2010 13:35,BLF0313,PC-7752,,Disconnect
{I9P2-F5EO48US-5969FHUF},01-03-2010 13:37,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
